i,lid,rc,expansion
101,8.99963581952019,3.577587604522705,1.0686506032943726
102,6.860005966794262,4.70511531829834,1.056486964225769
103,11.900189475128617,6.434600353240967,1.0558985471725464
104,9.904589100653828,4.309959888458252,1.0677546262741089
105,3.607202874544832,4.2432122230529785,1.1321572065353394
106,14.111969200245888,6.496936798095703,1.0763342380523682
107,8.47905640716516,6.859029293060303,1.109708309173584
108,3.30094566734168,6.436342716217041,1.1265356540679932
109,6.82064521489189,5.7968621253967285,1.0921282768249512
110,17.965144872761467,5.151406288146973,1.0352791547775269
111,6.992062930370412,7.879439353942871,1.1207274198532104
112,14.040945834176895,10.605098724365234,1.0903725624084473
113,8.868240328539741,4.3082594871521,1.085602045059204
114,12.106317111403946,4.622955322265625,1.0723716020584106
115,25.38770038450356,3.8275246620178223,1.0738605260849
116,10.30337964277551,4.579062461853027,1.0630501508712769
117,14.068140953872732,4.0902485847473145,1.1023342609405518
118,8.52688461189445,11.909989356994629,1.1023658514022827
119,14.485920077639456,4.851490020751953,1.0969738960266113
120,12.988369335155113,13.005278587341309,1.0872389078140259
121,7.113299459703475,5.446161270141602,1.045222520828247
122,6.655018127818611,4.51953649520874,1.0757060050964355
123,8.748501467411426,5.360954761505127,1.0993155241012573
124,16.023005832289655,6.390185832977295,1.0747369527816772
125,8.67623056444912,5.293362140655518,1.0531638860702515
126,20.636442795262873,5.090892791748047,1.0703022480010986
127,13.297568673113602,3.7085440158843994,1.0480475425720215
128,4.695795779138332,9.987753868103027,1.1014856100082397
129,6.081377575902967,5.787898540496826,1.2023264169692993
130,5.531412956935819,51.02558517456055,1.1750191450119019
131,7.256090575818244,5.247908115386963,1.0691781044006348
132,13.839979745790473,4.157868385314941,1.1113064289093018
133,5.778920518421808,26.323490142822266,1.1365795135498047
134,23.676282353098145,5.823831081390381,1.1129838228225708
135,17.36293406070678,4.804679870605469,1.0298120975494385
136,12.295561104215077,4.9800848960876465,1.0890675783157349
137,10.844990449559429,4.252997875213623,1.1048157215118408
138,6.750559561279084,6.466394424438477,1.1308120489120483
139,9.538250763140168,6.368852138519287,1.1338821649551392
140,6.383841503363609,10.921826362609863,1.0981804132461548
141,9.705993701469868,8.611064910888672,1.0850598812103271
142,7.906715945674272,4.03908109664917,1.069754958152771
143,12.435577259022393,4.945713520050049,1.066017746925354
144,12.195037201101634,4.838644981384277,1.070756435394287
145,7.530055693630845,4.968542098999023,1.073117971420288
146,12.546252420710884,5.2975945472717285,1.1195828914642334
147,6.395969336950438,10.259496688842773,1.1799862384796143
148,3.3460635147554374,4.79227352142334,1.0556821823120117
149,8.898624578031148,11.442564964294434,1.1079684495925903
150,6.759237313723873,9.915925025939941,1.1475942134857178
151,15.207709836409647,7.82479190826416,1.0167139768600464
152,9.183272464609573,8.309813499450684,1.0695571899414062
153,5.261639538696204,4.89805793762207,1.1038626432418823
154,8.362748102118767,5.451323986053467,1.0936824083328247
155,12.773456259779548,5.885985374450684,1.2077592611312866
156,7.855728243581778,7.156299591064453,1.1076536178588867
157,9.349260684004458,8.322524070739746,1.079435110092163
158,9.485540964466134,3.6829581260681152,1.0431734323501587
159,10.416796075075693,5.016570568084717,1.129037857055664
160,7.389128307331761,7.239108085632324,1.101450800895691
161,6.19506251680108,10.873588562011719,1.0900088548660278
162,8.248271901861724,4.213083267211914,1.1492847204208374
163,8.151205618401443,4.178749084472656,1.0655617713928223
164,4.518898535876821,7.1124091148376465,1.221542477607727
165,5.775805355921946,5.4985737800598145,1.0769894123077393
166,12.006669367932435,8.006319046020508,1.0398694276809692
167,10.51265327847785,3.6631927490234375,1.0817488431930542
168,9.418251495059982,3.749185800552368,1.0444064140319824
169,10.26646938067307,5.119627475738525,1.0928282737731934
170,11.171260266486456,4.868442058563232,1.0584951639175415
171,7.662084291598782,5.102715492248535,1.0894877910614014
172,11.485875654877615,3.353459119796753,1.038443684577942
173,22.366412769756,4.785220623016357,1.0361987352371216
174,17.762549854174313,3.221487522125244,1.0443246364593506
175,7.569237366918577,6.317212104797363,1.0919592380523682
176,11.629724453684679,3.753002405166626,1.0417126417160034
177,7.1203132130465105,5.0964274406433105,1.0696732997894287
178,6.384577382792532,7.722934722900391,1.1109522581100464
179,2.328655027903072,140.64013671875,1.4419585466384888
180,5.158994168569719,4.209545135498047,1.0433049201965332
181,6.554897013002715,4.618540287017822,1.1464967727661133
182,4.205654679648127,17.85512924194336,1.3152722120285034
183,8.51147893615147,5.040471076965332,1.07062828540802
184,7.295585963838123,6.448177814483643,1.1387184858322144
185,8.18427565389945,7.224094867706299,1.1075866222381592
186,7.26683065490687,3.625520706176758,1.0438051223754883
187,9.778228497971071,4.302228927612305,1.093443512916565
188,5.043409707384506,5.465543270111084,1.0719963312149048
189,20.039664227259575,3.4272067546844482,1.0265332460403442
190,8.523348974843866,4.48386812210083,1.0937360525131226
191,7.874583804117412,6.173062324523926,1.0865098237991333
192,6.959066972808829,4.527224540710449,1.113947868347168
193,8.722071836275736,7.24092960357666,1.0422985553741455
194,20.984461212613734,6.775545597076416,1.081263780593872
195,6.602290485593221,4.199779033660889,1.10515296459198
196,12.268964805669045,6.733184814453125,1.1412187814712524
197,2.5640481526397823,20.941463470458984,1.6737374067306519
198,9.037677571008816,4.61467170715332,1.1150022745132446
199,8.805188680730652,7.110192775726318,1.0661381483078003
200,8.100333337195874,4.0017476081848145,1.0709308385849
201,13.401143810190074,5.00070858001709,1.1273082494735718
202,3.848994598750498,6.274301528930664,1.2053478956222534
203,21.257456952208283,4.488224983215332,1.0712711811065674
204,5.809863964038725,6.98033332824707,1.1346964836120605
205,3.939010296998325,9.734807014465332,1.1539546251296997
206,10.543338609876528,3.7494869232177734,1.0814224481582642
207,4.471139911707832,6.731578826904297,1.1452572345733643
208,11.101837551323989,5.858816146850586,1.0667074918746948
209,21.363165079076968,3.4788742065429688,1.0773853063583374
210,13.710777034077358,4.310385227203369,1.0548464059829712
211,10.080571431318166,5.125519275665283,1.0835943222045898
212,9.312282273260172,6.389200687408447,1.0934360027313232
213,14.85160544345571,14.249797821044922,1.1074656248092651
214,7.354033243610238,5.534983158111572,1.1233553886413574
215,6.360818850228904,6.044788360595703,1.0907931327819824
216,5.870361619315543,3.920294761657715,1.0858484506607056
217,13.814149914161852,6.094532012939453,1.046610713005066
218,10.562821786536068,11.60726547241211,1.0783779621124268
219,9.347594740003789,4.652278423309326,1.0707175731658936
220,4.230412105653427,6.672311305999756,1.1322758197784424
221,9.79999010173757,8.314685821533203,1.1007511615753174
222,9.766775492534517,4.071358680725098,1.078162431716919
223,12.208827154111114,3.94403338432312,1.0708534717559814
224,18.959993917987347,4.466192722320557,1.103468656539917
225,12.254849131705644,3.8101084232330322,1.083666443824768
226,15.256181626469047,9.597737312316895,1.1526105403900146
227,10.725236243668428,5.264799118041992,1.0607163906097412
228,13.923573319310375,4.1867780685424805,1.0832003355026245
229,5.791402849147614,6.574782848358154,1.0844898223876953
230,6.088734625027037,8.421100616455078,1.0959879159927368
231,7.12933645142578,3.7658944129943848,1.0930049419403076
232,7.0699043707442035,4.840963363647461,1.0742441415786743
233,18.24910593416851,9.778475761413574,1.1104342937469482
234,12.377841824261953,5.427340984344482,1.0586365461349487
235,12.595906395070115,4.850154876708984,1.033841609954834
236,9.622849555689296,5.345926284790039,1.0712074041366577
237,18.77605317176479,6.0905890464782715,1.0826408863067627
238,10.806767665245435,7.3345513343811035,1.084928035736084
239,10.144835873536264,4.653815269470215,1.0525150299072266
240,7.9828105349751235,5.591811180114746,1.0866867303848267
241,9.068571110712321,4.809392929077148,1.050976037979126
242,3.7515263509077608,7.125047206878662,1.106211543083191
243,8.94334585680596,20.41020393371582,1.0635255575180054
244,11.774235308521417,5.111237049102783,1.0694847106933594
245,7.781883545184286,14.131928443908691,1.153977394104004
246,4.489298672603184,21.679288864135742,1.204662561416626
247,8.176798443164213,7.443807601928711,1.0899385213851929
248,10.943517383499623,8.460892677307129,1.2011241912841797
249,15.083564784354559,4.889122486114502,1.0672423839569092
250,10.72341151485042,4.8404130935668945,1.0945782661437988
251,9.821369989687394,9.578567504882812,1.0731072425842285
252,7.398260683276884,4.665837287902832,1.0727570056915283
253,13.03356130430972,3.901301145553589,1.0900828838348389
254,9.18780413078698,7.986482620239258,1.1263201236724854
255,10.941167445188745,5.8057541847229,1.0500612258911133
256,8.832420255969238,8.213960647583008,1.0920029878616333
257,13.133997833078741,4.979533672332764,1.0914382934570312
258,8.349344826438001,7.106875896453857,1.065391182899475
259,14.291926617852726,7.2776665687561035,1.1475780010223389
260,23.031322392367827,4.688035488128662,1.1072546243667603
261,17.366118442503744,4.105840682983398,1.0802180767059326
262,28.05450238281657,6.46090841293335,1.057470679283142
263,4.979856432857547,14.41097354888916,1.3208258152008057
264,10.880731800816433,10.000005722045898,1.0538833141326904
265,11.959824703566431,3.058189868927002,1.066305160522461
266,9.03883996051598,6.1774492263793945,1.1036045551300049
267,7.894886218284096,4.581215858459473,1.0693411827087402
268,5.928187959303615,7.036293983459473,1.070049524307251
269,8.157422205201566,5.141581058502197,1.0658892393112183
270,12.833204699520849,4.770792484283447,1.0598134994506836
271,12.704476224444074,4.2537407875061035,1.1066057682037354
272,8.610470068402496,4.170845985412598,1.0651038885116577
273,16.175221317742896,5.199704647064209,1.0537610054016113
274,5.990195715659914,3.907748222351074,1.0343763828277588
275,15.529173066003459,4.113612651824951,1.0809646844863892
276,3.4154834242170233,6.794933795928955,1.0815215110778809
277,7.291050392054794,4.0052490234375,1.1038395166397095
278,12.067332740350466,11.77712345123291,1.1018553972244263
279,9.776330573419882,7.327425479888916,1.1059561967849731
280,9.629658216158616,6.303019046783447,1.0990055799484253
281,3.1423742296857715,6.7006425857543945,1.110823392868042
282,7.548431233947515,7.492425918579102,1.1294128894805908
283,11.648808844515049,6.085452079772949,1.103980302810669
284,7.91809805740574,7.646821975708008,1.2129991054534912
285,15.27332019599903,6.8713603019714355,1.0867921113967896
286,11.180612177390842,3.8561415672302246,1.0604088306427002
287,15.913462205076113,5.552770137786865,1.0659373998641968
288,4.799213441234128,5.940555095672607,1.072350025177002
289,3.10005273887016,7.175246715545654,1.112052083015442
290,7.974389914979018,7.966762542724609,1.1584283113479614
291,8.282320231530566,5.039494514465332,1.0997307300567627
292,7.253234194852517,4.282848358154297,1.1073318719863892
293,19.309442207915318,3.475663423538208,1.0546000003814697
294,18.521821750523316,3.4852867126464844,1.0876742601394653
295,12.193913145347112,5.268509864807129,1.095328450202942
296,5.234858768677631,16.673656463623047,1.0919402837753296
297,9.735633838065185,3.5613245964050293,1.0459390878677368
298,11.499204492873709,4.120666027069092,1.0800591707229614
299,10.921803058186214,5.857378005981445,1.078346610069275
300,3.6679501521205733,6.415162563323975,1.2866439819335938
301,11.987816362011843,3.80549955368042,1.0477138757705688
302,10.093945165763323,6.4775567054748535,1.0664608478546143
303,2.6333637513678414,4.456906318664551,1.095210313796997
304,13.629313040420152,8.092852592468262,1.0812594890594482
305,7.3811849579621,13.307831764221191,1.085833191871643
306,3.133919533648102,8.838849067687988,1.170236349105835
307,6.1196182326840916,6.236233234405518,1.184929370880127
308,12.959233715215962,4.72487211227417,1.0923892259597778
309,8.282286778750851,7.8824567794799805,1.108473539352417
310,19.40178955436919,4.9847092628479,1.0275932550430298
311,6.262341095314477,4.681840896606445,1.1482197046279907
312,7.025696357170784,7.194916248321533,1.082494854927063
313,5.862208692031517,6.302727222442627,1.1225777864456177
314,9.400968371785487,4.195760726928711,1.0735204219818115
315,7.218155817728101,5.0395283699035645,1.085069179534912
316,17.656723058026568,10.202281951904297,1.090994119644165
317,8.980039088969885,8.778107643127441,1.0595300197601318
318,12.887129383794814,4.856090068817139,1.0921489000320435
319,9.925752431588988,5.915407657623291,1.0728882551193237
320,12.959190034893378,7.01545524597168,1.14033842086792
321,5.815586024924636,11.375251770019531,1.1259428262710571
322,12.472404230805205,4.722752571105957,1.066503882408142
323,4.72285985524328,5.571633815765381,1.1195409297943115
324,7.051155147792406,5.330840110778809,1.0686229467391968
325,13.742794484395862,4.323464393615723,1.078116536140442
326,12.57243401919355,3.735363245010376,1.0323801040649414
327,7.975567842470874,16.314983367919922,1.1410233974456787
328,7.167360193477047,7.205493450164795,1.0341250896453857
329,4.019429931178763,3.7427735328674316,1.0614808797836304
330,12.991417680664735,5.883143424987793,1.0711606740951538
331,18.586839103699404,4.463927268981934,1.0619418621063232
332,7.419007162632423,13.982614517211914,1.1176482439041138
333,16.78376471983432,4.853374481201172,1.0356720685958862
334,13.427380073918869,3.518470525741577,1.03278648853302
335,14.645801810958922,4.147541046142578,1.03014075756073
336,6.972350033329873,6.756954669952393,1.0556316375732422
337,11.067363138293812,3.773702621459961,1.054694414138794
338,5.545254538109834,5.454586505889893,1.1457083225250244
339,3.0538581603105714,8.023030281066895,1.1526062488555908
340,14.315721406974491,6.758241176605225,1.0535825490951538
341,15.25080204367223,4.488218784332275,1.0988203287124634
342,9.169234988587482,4.181150436401367,1.0258984565734863
343,8.868962285132984,4.415956497192383,1.0594990253448486
344,7.919610807852813,5.4561848640441895,1.09209406375885
345,9.9429281001298,5.831773281097412,1.0523158311843872
346,5.7757012375972225,3.996654510498047,1.070149540901184
347,7.511724761333523,3.831031322479248,1.109000563621521
348,8.979148648301493,8.733799934387207,1.0962269306182861
349,7.939631919914893,6.632766246795654,1.062342643737793
350,7.9452945141850355,8.02352237701416,1.1321725845336914
351,14.08356730983495,5.929625988006592,1.0790126323699951
352,15.585413591235994,5.717369079589844,1.105576515197754
353,8.739450871760212,4.523176670074463,1.0428494215011597
354,3.8350051560265332,7.778398513793945,1.0871707201004028
355,11.562082106535158,3.989976167678833,1.0444111824035645
356,4.55503772832898,10.549015045166016,1.182350516319275
357,9.20623186433535,6.869271755218506,1.1005529165267944
358,13.757532638002198,5.069019794464111,1.1142679452896118
359,3.700599308620238,10.177630424499512,1.1162941455841064
360,4.7962968045301935,5.760380268096924,1.0589845180511475
361,14.656018470060564,4.876768112182617,1.1024677753448486
362,7.986467576260096,5.351710796356201,1.0640896558761597
363,5.578819049341837,3.8536362648010254,1.0621936321258545
364,7.449229063740752,5.669922351837158,1.0651055574417114
365,15.710430628999076,7.408454895019531,1.1067413091659546
366,11.770258322168399,3.595343828201294,1.073823094367981
367,8.569877264825845,10.981992721557617,1.1846963167190552
368,8.509923928262413,3.9603896141052246,1.0487397909164429
369,11.110626026743015,3.9997949600219727,1.0620824098587036
370,4.142163946483106,13.532328605651855,1.15108323097229
371,6.495301897584844,6.339457035064697,1.1815388202667236
372,8.423971833758117,7.978817462921143,1.146850824356079
373,20.550585624073452,3.3049275875091553,1.0854359865188599
374,11.74499421626289,17.541975021362305,1.0606498718261719
375,6.780835028394728,7.317747592926025,1.0806043148040771
376,5.046533710084121,4.936880588531494,1.1026054620742798
377,6.7544172684114585,4.475663185119629,1.0525033473968506
378,9.080574167802295,4.514289855957031,1.0630807876586914
379,9.775342535410907,4.278835773468018,1.0490503311157227
380,2.65687822677548,7.013831615447998,1.3363600969314575
381,11.597219020835727,5.3116044998168945,1.087058186531067
382,6.6757839143991955,4.52306604385376,1.0914992094039917
383,6.171756741734835,4.3202009201049805,1.0754040479660034
384,15.959838666283964,4.7278032302856445,1.0852464437484741
385,6.468476140337841,5.424884796142578,1.0970335006713867
386,10.572932628048644,7.30250358581543,1.0843878984451294
387,1.5935313409429814,6.133008003234863,1.2092339992523193
388,18.452538769959904,4.18375825881958,1.08037269115448
389,13.14321221477513,4.234444618225098,1.0963748693466187
390,8.029721076437895,4.212157726287842,1.063065767288208
391,4.654822048742041,6.249855041503906,1.155597448348999
392,7.986045944044263,4.589444637298584,1.0722349882125854
393,7.582789134720096,6.205782890319824,1.0951322317123413
394,4.959480091012881,21.36810302734375,1.1940573453903198
395,13.920274535443681,7.305415630340576,1.1717681884765625
396,5.972719902017935,4.82464075088501,1.0619217157363892
397,9.346492645240074,9.710927963256836,1.1363084316253662
398,2.9744019731464504,9.576717376708984,1.1504085063934326
399,1.9626833868217324,23.646121978759766,1.230908751487732
400,6.605952170954817,5.645764350891113,1.1068190336227417
401,7.0747991467123175,9.82502555847168,1.12608802318573
402,6.793409277439429,7.431557655334473,1.1586589813232422
403,4.845117339136047,5.9016876220703125,1.1207647323608398
404,10.82001231216618,3.164475202560425,1.0524227619171143
405,6.189903597501625,5.8245849609375,1.1113280057907104
406,11.083972713455184,6.039341926574707,1.0486865043640137
407,2.3836576858114915,8.318490028381348,1.4597282409667969
408,11.437704553083275,4.520515441894531,1.133429765701294
409,9.452415493429537,4.472631931304932,1.0905154943466187
410,5.21323093388872,10.829964637756348,1.0894291400909424
411,4.218975031813305,6.762870788574219,1.1163356304168701
412,11.272539719421232,4.572056770324707,1.0849395990371704
413,4.477105670822379,4.343689441680908,1.0957074165344238
414,3.780021232914984,6.327929496765137,1.1604480743408203
415,8.409533978550991,3.955963611602783,1.0575637817382812
416,8.697052935565718,5.602653980255127,1.096437931060791
417,13.581836971187862,8.113105773925781,1.1098829507827759
418,7.309046543040984,5.368262767791748,1.0899802446365356
419,7.44537208549309,5.3398895263671875,1.1150676012039185
420,6.957107281181178,4.762575149536133,1.0743581056594849
421,8.438663852519367,5.458946704864502,1.100469708442688
422,7.2829076859620105,5.448094367980957,1.0698033571243286
423,2.5918362233727428,9.89787483215332,1.2622871398925781
424,8.612877141920814,3.9210994243621826,1.1003857851028442
425,9.181916394574875,5.286919593811035,1.0592659711837769
426,11.25850199740715,7.813442707061768,1.116149663925171
427,4.050871479187033,4.031863212585449,1.0443907976150513
428,12.907222389920708,5.97481632232666,1.0868921279907227
429,8.720309549118545,4.232226848602295,1.0544304847717285
430,6.911556791205189,4.585911273956299,1.0817612409591675
431,11.070273590544856,3.778268337249756,1.055586338043213
432,12.792992120100227,4.425742149353027,1.0488719940185547
433,5.782296294072887,5.282670497894287,1.0986944437026978
434,10.828185366017372,4.918882369995117,1.1029345989227295
435,15.672235091624502,6.589354515075684,1.1138803958892822
436,10.596136826646386,5.711739540100098,1.0710225105285645
437,3.7321610189337586,7.398685455322266,1.3758134841918945
438,9.075776275334066,6.5800862312316895,1.0620685815811157
439,9.238991670411338,3.530522108078003,1.056384563446045
440,2.1046848584433557,5.919083595275879,1.1271346807479858
441,7.203935255159526,4.770784378051758,1.1038696765899658
442,8.458702964548221,4.679413318634033,1.141706943511963
443,20.461128768510843,3.588397264480591,1.0757135152816772
444,9.363108406237805,7.776954174041748,1.1320534944534302
445,8.645195030731653,8.921217918395996,1.101035714149475
446,15.809350326450696,3.94173526763916,1.075130581855774
447,13.493810118673544,6.011760234832764,1.1134647130966187
448,10.323036104961831,7.131835460662842,1.0912209749221802
449,8.689394552204392,4.494389533996582,1.0901625156402588
450,8.891011583261582,3.457960367202759,1.0383037328720093
451,16.68161970352264,3.574962615966797,1.0469521284103394
452,10.245729340170579,3.5885565280914307,1.0631897449493408
453,8.352933380887809,5.047791481018066,1.0895370244979858
454,16.861936500592247,3.986581802368164,1.0970460176467896
455,10.126067136353894,8.754039764404297,1.101825475692749
456,8.63166711427075,8.449386596679688,1.0368797779083252
457,7.70304600881527,5.6792120933532715,1.0913783311843872
458,4.5685912362761085,4.211275577545166,1.1060539484024048
459,10.617513692640493,5.132604598999023,1.0506495237350464
460,10.873884782272333,6.8832173347473145,1.1569154262542725
461,12.28442285982065,4.05042839050293,1.0767197608947754
462,15.999457637792382,4.5743937492370605,1.0819889307022095
463,8.483720533394528,4.137474060058594,1.0766774415969849
464,12.925570036725412,4.862431049346924,1.0740360021591187
465,5.620408251024757,10.608717918395996,1.1017152070999146
466,9.691613750784311,4.7314534187316895,1.0633721351623535
467,8.899109459175348,6.044012069702148,1.0973135232925415
468,5.433870674441765,4.734933853149414,1.0793143510818481
469,6.8880654783099295,17.015045166015625,1.1676009893417358
470,11.071153533512623,5.139307975769043,1.0776289701461792
471,13.002996864474001,4.575766086578369,1.0721195936203003
472,8.191602201136007,4.319019794464111,1.0655642747879028
473,9.597662146172446,5.465195655822754,1.0736570358276367
474,14.20267840871591,4.376773834228516,1.1049730777740479
475,5.548324400365556,4.8742804527282715,1.1260710954666138
476,12.026356806367506,3.408808469772339,1.0473650693893433
477,3.444962106222046,15.00349235534668,1.1710922718048096
478,16.68749945181085,3.720522403717041,1.0614407062530518
479,10.804298972209411,4.513132095336914,1.0938292741775513
480,7.571578884056683,4.862907886505127,1.0385756492614746
481,14.456102179882615,7.938140869140625,1.159124732017517
482,13.273274303084214,4.48283052444458,1.075413465499878
483,20.207130190200598,5.520220756530762,1.0928009748458862
484,13.013166012104437,8.065779685974121,1.127056360244751
485,16.378449880753298,5.362705230712891,1.0417826175689697
486,13.019619938689411,9.968113899230957,1.1575950384140015
487,6.308352060764933,9.241327285766602,1.121478796005249
488,16.569227012196,3.7393441200256348,1.0462647676467896
489,4.998528090333174,6.910955905914307,1.226954460144043
490,3.801821254673238,12.95586109161377,1.1029754877090454
491,13.570164273441904,5.272292613983154,1.0708500146865845
492,9.847619696074375,4.929584980010986,1.0465946197509766
493,5.254012536107758,8.688669204711914,1.1899514198303223
494,9.776725223029816,4.605012893676758,1.1206209659576416
495,18.424833264928434,3.628634214401245,1.0471652746200562
496,8.778167930463928,6.393431663513184,1.0810003280639648
497,20.724640080118327,6.009449005126953,1.094032645225525
498,12.828443748456827,3.806709051132202,1.0353947877883911
499,12.12566608437429,3.6749918460845947,1.0730031728744507
500,7.848344382858631,7.8384480476379395,1.149420976638794
501,10.838436567710712,5.643064022064209,1.081300139427185
502,7.875548249684956,5.303167819976807,1.0635228157043457
503,6.682479301986877,3.888695478439331,1.122897744178772
504,10.409181543959551,5.614022254943848,1.0674039125442505
505,6.81395653659467,4.6098809242248535,1.0601346492767334
506,7.977252973184755,4.5718841552734375,1.064338207244873
507,8.500168069456304,5.270381450653076,1.073932409286499
508,6.926135582330282,7.652606964111328,1.0807420015335083
509,9.273441888160557,4.2082953453063965,1.0620672702789307
510,10.076488532529615,5.538208961486816,1.0599993467330933
511,16.776038627107262,4.667463302612305,1.0694855451583862
512,3.1718177872086852,6.978694915771484,1.169321060180664
513,13.690751763909661,11.497847557067871,1.1245273351669312
514,10.637437774669314,6.084848403930664,1.0867637395858765
515,4.694668608950869,8.539128303527832,1.1100468635559082
516,7.561383688317359,5.4732537269592285,1.0927767753601074
